ID,Text,Specific_Sentiment,General_Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour
297," Frustrated attempts to mend a broken connection, the threads of understanding slipping through the fingers like grains of sand. ",Frustrated,Anger,9/3/2020 12:15,BrokenThreads,Facebook,#Frustrated #SlippingThreads,14,28,UK,2020,9,3,12
298," Envious gazes cast upon the podium of success, a bitter pill swallowed, the taste lingering as a constant reminder of unattained heights. ",Envious,Anger,2/10/2021 19:30,SuccessPill,Twitter,#Envious #BitterPill,20,40,USA,2021,2,10,19
299," Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ",Dismissive,Disgust,8/18/2018 14:40,CurtainShield,Instagram,#Dismissive #IndifferencePerformance,12,24,Australia,2018,8,18,14
300," Despair like a heavy fog, enveloping every thought, blurring the path ahead, a journey in the labyrinth of utter hopelessness. ",Despair,Sadness,2/28/2022 21:00,FoggyLabyrinth,Facebook,#Despair #LabyrinthOfHopelessness,8,16,Canada,2022,2,28,21
301," Bitterness, a bitter chill in the air, freezing moments into icicles of resentment that dangle precariously over the landscape of memory. ",Bitterness,Anger,10/15/2019 10:30,IcyResentment,Twitter,#Bitterness #IciclesOfResentment,15,30,UK,2019,10,15,10
302," Loneliness, a solitary moon in a starless sky, casting a cold glow on the landscape of isolation, where echoes bounce in empty spaces. ",Loneliness,Sadness,12/1/2017 18:50,SolitaryMoon,Instagram,#Loneliness #StarlessSky,18,36,USA,2017,12,1,18
303," Yearning for the warmth of a vanished sun, a heartache painted in the hues of a sunset that never graced the horizon. ",Yearning,Sadness,4/18/2020 16:15,VanishedSunset,Facebook,#Yearning #HuesOfSunset,10,20,Australia,2020,4,18,16
304," Fearful eyes scanning the shadows, a prisoner of the night, terrorized by the lurking monsters born from the mind's darkest corners. ",Fearful,Fear,1/7/2023 3:30,NightPrisoner,Twitter,#Fearful #LurkingMonsters,18,36,India,2023,1,7,3
305," Apprehensive whispers in the wind, a forecast of uncertainty, the mind's weather vane spinning wildly in the storm of doubt. ",Apprehensive,Fear,6/10/2021 10:00,WindWhisperer,Instagram,#Apprehensive #StormOfDoubt,14,28,Canada,2021,6,10,10
306," Overwhelmed by the maze of expectations, a minotaur of pressure lurking in the labyrinth, waiting to devour the spirit of resilience. ",Overwhelmed,Fear,2/22/2020 15:20,MazeExplorer,Facebook,#Overwhelmed #MinotaurOfPressure,22,44,USA,2020,2,22,15
307," Jealousy, a festering wound, the pain intensifying with each glance at the garden of others' achievements, blooming beyond the fence. ",Jealous,Fear,3/17/2018 14:45,WoundedGarden,Twitter,#Jealous #BloomingAchievements,16,32,UK,2018,3,17,14
308," Devastated, a heart in ruins, the echoes of shattered dreams reverberating in the chambers, a requiem for what once was whole. ",Devastated,Sadness,10/28/2022 11:15,RuinedHeart,Instagram,#Devastated #EchoesOfShatteredDreams,25,50,Australia,2022,10,28,11
309," Frustrated attempts to untangle the knot of confusion, the threads of understanding slipping further into the labyrinth of miscommunication. ",Frustrated,Anger,11/1/2020 12:30,KnotUntangler,Facebook,#Frustrated #LabyrinthOfMiscommunication,14,28,India,2020,11,1,12
310," Envious eyes locked on the treasure chest of opportunities, a heartache fueled by the desire for keys that seem forever elusive. ",Envious,Anger,1/15/2021 22:10,ElusiveKeys,Twitter,#Envious #DesireForKeys,20,40,USA,2021,1,15,22
311,Awe-struck by the breathtaking sunrise over the mountains.,Awe,Anticipation,4/3/2022 6:15,NatureAdmirer,Instagram,#Awe #BreathtakingSunrise,28,55,USA,2022,4,3,6
312,Navigating through the challenges with determination.,Determination,Anticipation,10/12/2023 10:30,GoalPursuer,Twitter,#Determination #Challenges,15,30,Canada,2023,10,12,10
313,Nostalgia hits while flipping through an old photo album.,Nostalgia,Joy/Happiness,6/28/2019 19:00,MemoryLane,Facebook,#Nostalgia #OldMemories,22,45,UK,2019,6,28,19
314,Thrilled to witness the grandeur of a cultural festival.,Thrill,Anticipation,9/15/2020 14:45,CultureEnthusiast,Instagram,#Thrill #CulturalCelebration,40,80,India,2020,9,15,14
315,Calmness found in the rhythm of raindrops on the windowpane.,Calmness,Neutral/Calm,11/8/2017 21:20,RainWatcher,Twitter,#Calmness #RainyDays,18,35,Australia,2017,11,8,21
316,Overwhelmed by the support received during a personal challenge.,Overwhelmed,Fear,5/20/2021 17:30,PersonalJourney,Facebook,#Overwhelmed #SupportiveCommunity,25,50,USA,2021,5,20,17
317,Excitement builds as the countdown to a long-awaited vacation begins.,Excitement,Joy/Happiness,1/10/2023 12:00,VacationDreamer,Instagram,#Excitement #VacationCountdown,30,60,France,2023,1,10,12
318,"Reflecting on life's journey, grateful for the lessons learned. ",Gratitude,Joy/Happiness,12/5/2018 8:45,LifeLearner,Twitter,#Gratitude #LifeLessons,35,70,Brazil,2018,12,5,8
319,Bittersweet emotions arise while bidding farewell to a dear friend.,Bittersweet,Sadness,3/15/2020 18:30,FarewellSender,Instagram,#Bittersweet #Farewell,20,40,Japan,2020,3,15,18
320,Curiosity sparked by exploring a mysterious ancient ruin.,Curiosity,Anticipation,8/22/2016 15:10,HistoryExplorer,Facebook,#Curiosity #AncientDiscovery,18,35,Greece,2016,8,22,15
321,Admiration for the intricate details of a handcrafted masterpiece.,Admiration,Love/Affection,8/20/2019 16:00,CraftEnthusiast,Instagram,#Admiration #HandcraftedArt,25,50,USA,2019,8,20,16
322,Overjoyed by the warmth of a cozy fireplace on a winter evening.,Overjoyed,Joy/Happiness,12/8/2021 19:30,WinterLover,Twitter,#Overjoyed #WinterWarmth,18,35,Canada,2021,12,8,19
323,Inspiration strikes while observing the colors of a vibrant sunset.,Inspiration,Trust,6/10/2020 20:45,SunsetWatcher,Instagram,#Inspiration #ColorfulSunset,30,60,UK,2020,6,10,20
324,Motivated to achieve fitness goals after an invigorating workout.,Motivation,Anticipation,2/28/2022 7:15,FitnessJunkie,Facebook,#Motivation #FitnessGoals,40,80,Australia,2022,2,28,7
325,Gratitude for the simple joys found in a cup of morning coffee.,Gratitude,Joy/Happiness,4/15/2017 8:00,CoffeeLover,Twitter,#Gratitude #MorningCoffee,22,45,India,2017,4,15,8
326,Feeling empowered after conquering a challenging hiking trail.,Empowerment,Joy/Happiness,9/5/2018 14:20,HikingExplorer,Instagram,#Empowerment #HikingAdventure,35,70,USA,2018,9,5,14
327,Amused by the antics of playful kittens during playtime.,Amusement,Joy/Happiness,10/22/2022 12:45,KittyObserver,Facebook,#Amusement #PlayfulKittens,15,30,Canada,2022,10,22,12
328,Contemplating life's mysteries under the starry night sky.,Contemplation,Disgust,7/2/2016 23:30,Stargazer,Twitter,#Contemplation #StarryNight,28,55,UK,2016,7,2,23
329,Joyful reunion with long-lost friends after years of separation.,JoyfulReunion,Joy/Happiness,11/18/2020 17:10,FriendshipRenewal,Instagram,#JoyfulReunion #Friendship,20,40,India,2020,11,18,17
330,Excitement builds while preparing for a surprise celebration.,Excitement,Joy/Happiness,3/5/2023 15:00,CelebrationPlanner,Facebook,#Excitement #SurpriseCelebration,30,60,Australia,2023,3,5,15
331,Satisfaction derived from successfully completing a DIY project.,Satisfaction,Joy/Happiness,12/1/2015 11:30,DIYEnthusiast,Twitter,#Satisfaction #DIYProject,25,50,USA,2015,12,1,11
332,Feeling blessed for the supportive community in times of need.,Blessed,Joy/Happiness,9/10/2021 9:45,CommunityHelper,Instagram,#Blessed #SupportiveCommunity,18,35,UK,2021,9,10,9
333,Captivated by the serenity of a tranquil garden in full bloom.,Serenity,Neutral/Calm,5/12/2018 14:20,GardenEnthusiast,Facebook,#Serenity #TranquilGarden,22,45,Canada,2018,5,12,14
334,Anticipation for an upcoming adventure in an exotic destination.,Anticipation,Anticipation,7/25/2022 10:00,Wanderlust,Twitter,#Anticipation #AdventureAwaits,40,80,India,2022,7,25,10
335,Reflecting on personal growth achieved through life experiences.,Reflection,Neutral/Calm,3/8/2019 18:30,GrowthSeeker,Instagram,#Reflection #PersonalGrowth,35,70,USA,2019,3,8,18
336,Nostalgic memories flood in while revisiting childhood favorites.,Nostalgia,Joy/Happiness,1/28/2017 21:15,ChildhoodMemories,Facebook,#Nostalgia #ChildhoodFavorites,20,40,Australia,2017,1,28,21
337,Appreciation for the vibrant culture experienced during travel.,Appreciation,Love/Affection,11/14/2016 13:45,CultureExplorer,Twitter,#Appreciation #CulturalExperience,28,55,UK,2016,11,14,13
338,Confidence soars after overcoming public speaking anxiety.,Confidence,Trust,4/2/2020 17:30,PublicSpeaker,Instagram,#Confidence #OvercomingAnxiety,15,30,USA,2020,4,2,17
339,Contentment in the midst of a family gathering filled with laughter.,Contentment,Neutral/Calm,1/15/2023 19:00,FamilyCelebration,Facebook,#Contentment #FamilyLaughter,25,50,Canada,2023,1,15,19
340,Enthusiasm for learning new skills and expanding knowledge.,Enthusiasm,Joy/Happiness,8/7/2018 12:15,LifelongLearner,Twitter,#Enthusiasm #SkillBuilding,30,60,India,2018,8,7,12
341,Surprise and delight at discovering a hidden gem in the city.,Surprise,Suprise,10/18/2019 16:45,CityExplorer,Instagram,#Surprise #HiddenGem,18,35,UK,2019,10,18,16
342,A sense of accomplishment after completing a challenging workout.,Accomplishment,Joy/Happiness,6/30/2022 7:00,FitnessAchiever,Facebook,#Accomplishment #FitnessSuccess,22,45,Australia,2022,6,30,7
343,Wonderment at the beauty of a double rainbow after the rain.,Wonderment,Suprise,6/12/2017 18:20,RainbowChaser,Twitter,#Wonderment #DoubleRainbow,35,70,USA,2017,6,12,18
344,Optimism for a bright future amidst challenging times.,Optimism,Joy/Happiness,7/5/2021 9:30,FutureOptimist,Instagram,#Optimism #BrightFuture,20,40,Canada,2021,7,5,9
345,Pride in achieving a personal milestone in career progression.,Pride,Love/Affection,4/15/2016 14:50,CareerAchiever,Facebook,#Pride #CareerMilestone,28,55,UK,2016,4,15,14
346,Happiness blooms like flowers in a garden on a sunny day.,Happiness,Joy/Happiness,2/10/2020 11:15,SunnyDayEnthusiast,Twitter,#Happiness #SunnyDay,15,30,India,2020,2,10,11
347,Elation over discovering a rare book in a quaint bookstore.,Elation,Joy/Happiness,9/22/2018 16:30,Bookworm,Instagram,#Elation #RareBookDiscovery,40,80,USA,2018,9,22,16
348,Curiosity piqued by the mysteries of an ancient archaeological site.,Curiosity,Anticipation,11/8/2015 10:00,ArchaeologyEnthusiast,Facebook,#Curiosity #AncientMysteries,18,35,Australia,2015,11,8,10
349,Mesmerized by the cosmic dance of fireflies on a moonlit night.,Enchantment,Suprise,8/10/2022 22:00,NightSkyObserver,Instagram,#Enchantment #CosmicFireflies,25,50,Brazil,2022,8,10,22
350,Intrigued by the symphony of colors in an abstract art exhibition.,Intrigue,Suprise,4/5/2019 17:30,ArtConnoisseur,Twitter,#Intrigue #AbstractArt,18,35,France,2019,4,5,17
351,Giggles and joy echo in the air during a children's playdate.,PlayfulJoy,Joy/Happiness,12/15/2020 15:45,PlayfulParent,Facebook,#PlayfulJoy #ChildrensPlaydate,22,45,Japan,2020,12,15,15
352,Enveloped in serenity while practicing mindfulness by the lake.,Mindfulness,Neutral/Calm,10/20/2017 8:15,ZenSeeker,Instagram,#Mindfulness #LakeTranquility,35,70,Canada,2017,10,20,8
353,Chasing dreams like a kite soaring high in the vast open sky.,DreamChaser,Joy/Happiness,2/28/2021 13:00,SkyDreamer,Twitter,#DreamChaser #SkyHighDreams,30,60,Australia,2021,2,28,13
354,Spellbound by the elegance of a ballroom dance under crystal chandeliers.,Elegance,Joy/Happiness,6/12/2018 20:30,DanceEnthusiast,Facebook,#Elegance #BallroomDance,28,55,UK,2018,6,12,20
355,Whimsical delight in a world of fairy tales and magical creatures.,Whimsy,Suprise,3/8/2016 14:20,FairyTaleExplorer,Instagram,#Whimsy #MagicalWorld,20,40,USA,2016,3,8,14
356,Pensive contemplation amid the ancient ruins of a forgotten civilization.,Pensive,Neutral/Calm,4/18/2023 17:10,RuinsExplorer,Twitter,#Pensive #AncientCivilization,18,35,Greece,2023,4,18,17
357,Embracing the thrill of speed on a rollercoaster's exhilarating twists.,Thrill,Anticipation,7/25/2020 12:45,RollercoasterFan,Facebook,#Thrill #RollercoasterAdventure,22,45,Germany,2020,7,25,12
358,Harmony resonates as musicians play a melody of unity and togetherness.,Harmony,Neutral/Calm,11/30/2019 19:30,MusicHarmonist,Instagram,#Harmony #MusicalUnity,35,70,Sweden,2019,11,30,19
359,A burst of creativity in the quiet solitude of an artist's studio.,Creativity,Joy/Happiness,9/1/2015 16:00,StudioArtist,Twitter,#Creativity #ArtistsHaven,15,30,Italy,2015,9,1,16
360,Radiant joy akin to blooming flowers on a sun-kissed spring morning.,Radiance,Joy/Happiness,5/5/2022 10:15,SpringEnthusiast,Facebook,#Radiance #SpringBlooms,25,50,Netherlands,2022,5,5,10
361,A sense of wonder at the vastness of the cosmos on a stargazing night.,Wonder,Suprise,7/8/2018 23:00,CosmosExplorer,Instagram,#Wonder #StargazingAdventure,40,80,South Africa,2018,7,8,23
362,Rejuvenated by the salty breeze and the sound of waves at the seaside.,Rejuvenation,Joy/Happiness,9/20/2021 14:30,SeaBreezeLover,Twitter,#Rejuvenation #SeasideEscape,18,35,Spain,2021,9,20,14
363,Whispers of inspiration from the rustling leaves in a serene forest.,Inspiration,Trust,11/15/2016 11:45,ForestDreamer,Facebook,#Inspiration #ForestWhispers,28,55,Portugal,2016,11,15,11
364,Savoring the warmth of a cup of cocoa on a chilly winter evening.,Coziness,Neutral/Calm,1/12/2020 18:00,WinterWarmth,Instagram,#Coziness #WarmWinterEvening,30,60,Switzerland,2020,1,12,18
365,Heartfelt gratitude for the laughter shared during a family reunion.,Gratitude,Joy/Happiness,12/28/2017 19:15,FamilyGatherer,Facebook,#Gratitude #FamilyLaughter,22,45,Austria,2017,12,28,19
366,"Embarking on a culinary adventure, savoring exotic flavors around the world. ",Adventure,Anticipation,3/2/2019 20:20,CulinaryExplorer,Twitter,#Adventure #CulinaryJourney,35,70,Belgium,2019,3,2,20
367,Euphoria floods in as the final puzzle piece clicks into place.,Euphoria,Joy/Happiness,6/8/2022 15:30,PuzzleSolver,Instagram,#Euphoria #PuzzleCompletion,20,40,Denmark,2022,6,8,15
368,Awe-inspired by the grandeur of an ancient cathedral's intricate architecture.,Awe,Anticipation,8/18/2018 14:45,CathedralVisitor,Facebook,#Awe #ArchitecturalGrandeur,18,35,Czech Republic,2018,8,18,14
369,Captivated by the ethereal beauty of a field filled with fireflies.,Enchantment,Suprise,8/10/2022 22:00,NightSkyObserver,Instagram,#Enchantment #FireflyField,25,50,Brazil,2022,8,10,22
370,Immersed in the enchanting melodies of a street musician's violin.,Melodic,Neutral/Calm,4/5/2019 17:30,MusicLover,Twitter,#Melodic #StreetMusic,18,35,France,2019,4,5,17
371,Joyful laughter resonates through a lively summer carnival.,FestiveJoy,Joy/Happiness,12/15/2020 15:45,CarnivalGoer,Facebook,#FestiveJoy #SummerCarnival,22,45,Japan,2020,12,15,15
372,Exploring the universe within during a mindful meditation session.,InnerJourney,Joy/Happiness,10/20/2017 8:15,MindfulExplorer,Instagram,#InnerJourney #MeditationBliss,35,70,Canada,2017,10,20,8
373,Soaring like a free spirit on the winds of a coastal cliff.,Freedom,Joy/Happiness,2/28/2021 13:00,CoastalExplorer,Twitter,#Freedom #CoastalAdventure,30,60,Australia,2021,2,28,13
374,Dazzled by the elegance of a masquerade ball's dazzling costumes.,Dazzle,Joy/Happiness,6/12/2018 20:30,MasqueradeAttendee,Facebook,#Dazzle #MasqueradeElegance,28,55,UK,2018,6,12,20
375,Whimsical delight in a world of whimsical fairy tales.,Whimsy,Suprise,3/8/2016 14:20,FairyTaleAdventurer,Instagram,#Whimsy #FairyTaleMagic,20,40,USA,2016,3,8,14
376,Reflective contemplation amid the ruins of a forgotten era.,Reflection,Neutral/Calm,4/18/2023 17:10,RuinsExplorer,Twitter,#Reflection #ForgottenEra,18,35,Greece,2023,4,18,17
377,Riding the adrenaline rush on a rollercoaster's wild twists.,Adrenaline,Joy/Happiness,7/25/2020 12:45,ThrillSeeker,Facebook,#Adrenaline #RollercoasterThrills,22,45,Germany,2020,7,25,12
378,Harmony resonates as musicians play a symphony of unity.,Harmony,Neutral/Calm,11/30/2019 19:30,MusicHarmonist,Instagram,#Harmony #MusicalUnity,35,70,Sweden,2019,11,30,19
379,A burst of artistic creativity in the quietude of an artist's studio.,ArtisticBurst,Joy/Happiness,9/1/2015 16:00,StudioArtist,Twitter,#ArtisticBurst #StudioCreativity,15,30,Italy,2015,9,1,16
380,Radiant joy akin to blossoming flowers on a sunlit spring morning.,Radiance,Joy/Happiness,5/5/2022 10:15,SpringEnthusiast,Facebook,#Radiance #SpringBlooms,25,50,Netherlands,2022,5,5,10
381,Awe-inspired by the vastness of the cosmos on a stargazing night.,Wonder,Suprise,7/8/2018 23:00,CosmosExplorer,Instagram,#Wonder #StargazingAdventure,40,80,South Africa,2018,7,8,23
382,"Embarking on a culinary odyssey, savoring flavors around the world. ",CulinaryOdyssey,Joy/Happiness,3/2/2019 20:20,CulinaryExplorer,Twitter,#CulinaryOdyssey #FlavorsAroundTheWorld,35,70,Belgium,2019,3,2,20
383,Euphoria floods in as the final puzzle piece fits perfectly.,Euphoria,Joy/Happiness,6/8/2022 15:30,PuzzleSolver,Instagram,#Euphoria #PerfectPuzzle,20,40,Denmark,2022,6,8,15
384,Awe-struck by the grandeur of an ancient cathedral's intricate architecture.,Awe,Anticipation,8/18/2018 14:45,CathedralVisitor,Facebook,#Awe #ArchitecturalGrandeur,18,35,Czech Republic,2018,8,18,14
385,Curiosity awakened by the mysteries of an ancient archaeological site.,Curiosity,Anticipation,11/8/2015 10:00,ArchaeologyEnthusiast,Instagram,#Curiosity #AncientMysteries,18,35,Australia,2015,11,8,10
386,Giddy with excitement as the first snowflakes dance from the sky.,Excitement,Joy/Happiness,12/2/2020 17:30,SnowfallEnthusiast,Twitter,#Excitement #SnowfallMagic,22,45,Canada,2020,12,2,17
387,Contentment envelops as the aroma of freshly baked bread fills the air.,Contentment,Neutral/Calm,6/10/2017 12:15,BreadLover,Instagram,#Contentment #FreshBreadAroma,28,55,France,2017,6,10,12
388,Inspired by the resilience of a lone tree standing tall in a storm.,Resilience,Trust,4/15/2021 14:20,NatureResilient,Facebook,#Resilience #StandingTall,35,70,USA,2021,4,15,14
389,"Lost in the pages of a captivating novel, transported to another world. ",Immersion,Joy/Happiness,9/28/2019 19:45,Bookworm,Twitter,#Immersion #CaptivatingNovel,20,40,UK,2019,9,28,19
390,Drenched in nostalgia while flipping through an old family photo album.,Nostalgia,Joy/Happiness,12/5/2016 21:00,FamilyHistorian,Instagram,#Nostalgia #FamilyPhotoAlbum,25,50,India,2016,12,5,21
391,Spark of inspiration ignites like a shooting star in the night sky.,Spark,Joy/Happiness,2/10/2018 23:30,NightSkyWatcher,Facebook,#Spark #InspirationIgnited,30,60,Australia,2018,2,10,23
392,Imbued with gratitude for the simple pleasure of a warm cup of tea.,Gratitude,Joy/Happiness,2/15/2023 8:30,TeaEnthusiast,Twitter,#Gratitude #WarmTea,18,35,Japan,2023,2,15,8
393,Marveling at the kaleidoscope of colors in a vibrant street market.,Marvel,Suprise,8/22/2015 15:00,MarketExplorer,Instagram,#Marvel #ColorfulStreetMarket,22,45,Brazil,2015,8,22,15
394,Awash with serenity as the sun sets over a tranquil lakeside retreat.,Serenity,Neutral/Calm,11/20/2020 18:45,LakesideRetreater,Facebook,#Serenity #TranquilSunset,28,55,Germany,2020,11,20,18
395,Drowning in sorrow as memories of lost love resurface.,Heartbreak,Sadness,8/5/2019 21:00,LostInLove,Instagram,#Heartbreak #LostLove,15,30,USA,2019,8,5,21
396,Numbness sets in as the weight of loneliness grows heavier.,Loneliness,Sadness,2/12/2021 16:45,SolitudeSeeker,Twitter,#Loneliness #HeavyHeart,18,35,Canada,2021,2,12,16
397,"Tears fall like raindrops, mourning the end of a cherished friendship. ",Grief,Sadness,11/28/2020 14:20,FriendshipsEnd,Facebook,#Grief #LostFriendship,22,45,UK,2020,11,28,14
398,"Despair clouds the mind, feeling adrift in an endless sea of darkness. ",Despair,Sadness,5/15/2016 22:30,LostInDarkness,Instagram,#Despair #EndlessDarkness,28,55,Australia,2016,5,15,22
399,"Shattered by betrayal, trust crumbles like fragile glass.          ",Betrayal,Sadness,9/10/2018 13:15,BrokenTrust,Twitter,#Betrayal #ShatteredTrust,22,45,Germany,2018,9,10,13
400,"Aching heart, the symphony of pain plays in the silence of solitude. ",Suffering,Sadness,3/20/2022 19:30,SilentSufferer,Facebook,#Suffering #HeartacheSymphony,25,50,Brazil,2022,3,20,19
401,"Emotional storm, a whirlwind of sadness engulfs every thought.    ",EmotionalStorm,Sadness,7/18/2017 17:45,StormyFeelings,Instagram,#EmotionalStorm #SadnessWhirlwind,30,60,India,2017,7,18,17
402,"Haunted by regrets, the ghost of the past lingers relentlessly.   ",Regret,Sadness,12/15/2018 10:00,LingeringGhost,Twitter,#Regret #HauntedPast,18,35,France,2018,12,15,10
403,"Torn apart by grief, the echoes of loss reverberate through the soul. ",Grief,Sadness,6/28/2015 21:15,EchoesOfLoss,Facebook,#Grief #TornApart,28,55,Italy,2015,6,28,21
404,"Isolation deepens, an emotional winter where warmth is but a distant memory. ",Isolation,Sadness,4/2/2020 14:20,WinterOfEmotions,Instagram,#Isolation #EmotionalWinter,35,70,Japan,2020,4,2,14
405,"Soul-crushing disappointment, hopes shattered like fragile glass. ",Disappointment,Sadness,10/8/2019 18:30,ShatteredHopes,Twitter,#Disappointment #CrushedHopes,20,40,Spain,2019,10,8,18
406,"Painful echoes of a love once cherished, now lost in the abyss of time. ",LostLove,Sadness,11/22/2016 9:45,AbyssOfTime,Facebook,#LostLove #PainfulEchoes,22,45,Netherlands,2016,11,22,9
407,"Heartache deepens, a solitary journey through the abyss of despair. ",Despair,Sadness,8/18/2022 22:00,SolitaryDescent,Instagram,#Despair #AbyssOfHeartache,40,80,South Africa,2022,8,18,22
408,"Melancholy lingers, a bittersweet serenade in the quietude of solitude. ",Melancholy,Sadness,3/12/2017 23:30,SerenadeOfSolitude,Twitter,#Melancholy #QuietSerenade,18,35,UK,2017,3,12,23
409,"Bitterness like a poison, seeping into every crevice of the wounded heart. ",Bitterness,Anger,12/15/2015 16:15,PoisonedHeart,Facebook,#Bitterness #WoundedHeart,25,50,Australia,2015,12,15,16
410,"Emotional exhaustion, the weight of the world crushing weary shoulders. ",Exhaustion,Sadness,9/5/2021 13:30,WearySoulCrushed,Instagram,#Exhaustion #CrushedSpirit,35,70,Canada,2021,9,5,13
411,"Sorrowful echoes, a symphony of pain played by the strings of loss. ",Sorrow,Sadness,5/22/2018 20:45,StringsOfSorrow,Twitter,#Sorrow #SymphonyOfLoss,18,35,Germany,2018,5,22,20
412,"Darkness descends, engulfing the soul in the shadows of despair.  ",Darkness,Sadness,7/10/2016 18:20,SoulInShadow,Facebook,#Darkness #SoulEngulfed,28,55,USA,2016,7,10,18
413,"Desperation whispers, the silent plea for a glimmer of hope in the abyss. ",Desperation,Fear,4/30/2019 14:00,WhisperedDespair,Instagram,#Desperation #GlimmerOfHope,22,45,France,2019,4,30,14
414,"Heart in ruins, the remnants of shattered dreams scattered in the wind. ",Ruins,Fear,1/8/2022 11:30,DreamsInWind,Twitter,#Ruins #ShatteredDreams,20,40,Brazil,2022,1,8,11
415,"Shattered by the echoes of a shattered dream, fragments of hope scattered. ",Desolation,Sadness,9/10/2017 19:15,DreamEchoes,Twitter,#Desolation #ScatteredHope,20,40,Australia,2017,9,10,19
416,"Avoiding the thorns of regret, walking barefoot on the path of remorse. ",Regret,Sadness,4/18/2022 11:30,RemorseWalker,Instagram,#Regret #PathOfRemorse,25,50,Canada,2022,4,18,11
417,"In the labyrinth of grief, the walls echo with the footsteps of lost joy. ",Grief,Sadness,12/5/2018 21:45,JoyLabyrinth,Facebook,#Grief #LostJoyFootsteps,18,35,USA,2018,12,5,21
418,"A soul adrift in the sea of solitude, waves of loneliness crashing relentlessly. ",Loneliness,Sadness,6/28/2016 14:20,SolitudeSeas,Twitter,#Loneliness #CrashingWaves,22,45,UK,2016,6,28,14
419,"The bitterness of betrayal, a taste that lingers, staining the palate of trust. ",Bitterness,Anger,10/22/2019 17:00,PalateStainer,Instagram,#Bitterness #StainedTrust,15,30,Germany,2019,10,22,17
420,"In the ruins of hope, echoes of shattered dreams whisper tales of loss. ",Desolation,Sadness,3/15/2021 22:45,HopeRuins,Facebook,#Desolation #WhisperedLoss,28,55,Brazil,2021,3,15,22
421,"Sinking like a stone in the ocean of heartbreak, each ripple a sigh of despair. ",Heartbreak,Sadness,8/10/2017 19:30,OceanSinker,Twitter,#Heartbreak #RippleOfDespair,22,45,France,2017,8,10,19
422,"Tears, the ink staining the pages of a journal, a testament to silent grief. ",Grief,Sadness,1/28/2023 14:30,InkJournalist,Instagram,#Grief #SilentTears,30,60,India,2023,1,28,14
423,"In the wasteland of lost trust, the echoes of broken promises reverberate. ",Betrayal,Sadness,12/12/2016 10:00,TrustWasteland,Facebook,#Betrayal #ReverberatingPromises,25,50,Italy,2016,12,12,10
424,"Avoiding the shards of shattered dreams, walking the tightrope of resilience. ",Resilience,Trust,7/18/2020 15:15,DreamTightrope,Twitter,#Resilience #TightropeWalk,35,70,Japan,2020,7,18,15
425,"Suffocating in the silence of solitude, where echoes of laughter once thrived. ",Isolation,Sadness,5/20/2022 20:30,EchoedLaughter,Instagram,#Isolation #SilentSolitude,30,60,South Africa,2022,5,20,20
426,"Haunted by the specter of lost possibilities, a ghost that refuses to fade away. ",Regret,Sadness,11/8/2019 14:45,PossibilityGhost,Twitter,#Regret #FadingPossibilities,18,35,Spain,2019,11,8,14
427,"In the labyrinth of despair, the echoes of a broken heart reverberate endlessly. ",Despair,Sadness,3/28/2017 22:00,EndlessLabyrinth,Facebook,#Despair #EndlessReverberation,28,55,Australia,2017,3,28,22
428,"Sinking like autumn leaves in the river of sorrow, carried away by the current. ",Sorrow,Sadness,9/15/2020 18:15,RiverOfSorrow,Instagram,#Sorrow #AutumnLeaves,22,45,Canada,2020,9,15,18
429,"In the garden of broken dreams, petals fall, a silent testimony to shattered hopes. ",Desolation,Sadness,6/10/2018 13:30,DreamGardener,Twitter,#Desolation #ShatteredHopes,20,40,UK,2018,6,10,13
430,"Tears, the currency of grief, spent in the marketplace of lost love and longing. ",Grief,Sadness,12/22/2016 21:45,CurrencyOfTears,Facebook,#Grief #LostLoveLonging,25,50,USA,2016,12,22,21
431,"Wandering in the maze of betrayal, the walls closing in with every wrong turn. ",Betrayal,Sadness,1/5/2021 16:20,MazeWanderer,Instagram,#Betrayal #ClosingWalls,15,30,Germany,2021,1,5,16
432,"A soul weathered by the storm of heartbreak, seeking refuge in the calm after. ",Heartbreak,Sadness,4/18/2019 11:00,StormSeeker,Twitter,#Heartbreak #CalmAfterStorm,22,45,Brazil,2019,4,18,11
433,"In the tapestry of despair, threads of hope unravel, leaving a portrait of sorrow. ",Despair,Sadness,8/28/2017 19:30,TapestrySorrow,Facebook,#Despair #UnraveledHope,18,35,India,2017,8,28,19
434,"Like a withered rose in the garden of love, petals fall, a silent surrender to time. ",Loss,Sadness,2/10/2023 14:30,WitheredRose,Instagram,#Loss #SilentSurrender,28,55,France,2023,2,10,14
435,"In the void of heartache, echoes of a love song play, each note a pang of longing. ",Heartache,Sadness,7/10/2022 22:15,LoveSongEcho,Instagram,#Heartache #LoveSongLonging,30,60,Japan,2022,7,10,22
436,"Nostalgia, a bittersweet dance in the moonlit ballroom of cherished memories. ",Nostalgia,Joy/Happiness,5/15/2019 21:30,MoonlitMemories,Twitter,#Nostalgia #CherishedMemories,18,35,Italy,2019,5,15,21
